relative_path,label,class_name,surface,source_group,source_group_verified,group_resolution_method,sha256,perceptual_hash,width,height,source_width,source_height,source_mode,image_format,file_size_bytes,exif_orientation,audit_status,audit_error,split
D/CD/7001-60.jpg,1,Crack,D,7001,True,verified_regex,79825eae51104a25de5a46ea0ce3826cb5f964527391ca91939832bd39fdff2d,4c854587434b2db8,256,256,256,256,RGB,JPEG,7853,,ok,,train
D/CD/7001-68.jpg,1,Crack,D,7001,True,verified_regex,39dfdc2916f31c37cfbe83af9cf33b9f4515ef4ae84cc33f4f22524e814b904e,202e28042429652e,256,256,256,256,RGB,JPEG,7174,,ok,,train
D/CD/7001-78.jpg,1,Crack,D,7001,True,verified_regex,60906e929130691f3ad0395ad1141d511d3bb99b3854ac19f02ef75a8a696e1e,5191a8d81934848c,256,256,256,256,RGB,JPEG,7355,,ok,,train
D/CD/7001-79.jpg,1,Crack,D,7001,True,verified_regex,328561c23e57b2a7f1db3eb61f037baad37e71abdbe353b270608ce95775ca92,b4d6e33379791c1a,256,256,256,256,RGB,JPEG,8005,,ok,,train
D/CD/7001-86.jpg,1,Crack,D,7001,True,verified_regex,04b25c0e69b337ce422b3323fbd66dfbd3b7eb01c5fb1dc2a7d478f8c9c12062,224c667268e261a5,256,256,256,256,RGB,JPEG,6649,,ok,,train
D/CD/7001-97.jpg,1,Crack,D,7001,True,verified_regex,5055699d6956f0d5abfd973af537f96fee3b725fb9878131fb6bebeb99820a68,5b4395646e2e0b39,256,256,256,256,RGB,JPEG,9318,,ok,,train
D/CD/7001-98.jpg,1,Crack,D,7001,True,verified_regex,975a93cec5fdf304c37c357ff5c9669169d6a823fb05d5921b969e97e85a7c10,cf50545cdb37676f,256,256,256,256,RGB,JPEG,8840,,ok,,train
D/CD/7002-104.jpg,1,Crack,D,7002,True,verified_regex,aee7110046813b2471e4874e328e4cb9edcbb08f67ea5af5e045c986885aa7e1,c3665203a5090f03,256,256,256,256,RGB,JPEG,8633,,ok,,train
D/CD/7002-106.jpg,1,Crack,D,7002,True,verified_regex,885595b1c19f6445d0e470ea8d115f8120e7b7658c314284a392ab7df0fd53c6,5b7a550c06c0c2e8,256,256,256,256,RGB,JPEG,6476,,ok,,train
D/CD/7002-112.jpg,1,Crack,D,7002,True,verified_regex,554b3880dd6f96e6b9f14a67a3f972c7f25a0eb0972e06d9e9d0647ff0289747,bbdb9e4c66b698d9,256,256,256,256,RGB,JPEG,7682,,ok,,train
D/CD/7002-117.jpg,1,Crack,D,7002,True,verified_regex,442278f01c18a9b6dfd23f50cbf0d3cbc9bd6546eaab677d2408aadbb252f1fd,68a43590d46d6426,256,256,256,256,RGB,JPEG,10270,,ok,,train
D/CD/7002-119.jpg,1,Crack,D,7002,True,verified_regex,05baa8324c93b7dda0b88c9e99415b876688d317853fc77f8dedbb9adf2bf1c4,0a1ada2ac24c6662,256,256,256,256,RGB,JPEG,8756,,ok,,train
D/CD/7002-122.jpg,1,Crack,D,7002,True,verified_regex,957227eb3a2587555a331c0510279988bc7f70413f18226d0b79cb1718a862b7,896533321429daa9,256,256,256,256,RGB,JPEG,8371,,ok,,train
D/CD/7002-124.jpg,1,Crack,D,7002,True,verified_regex,e20bd2c7987743d8996232dad2399b790b74a1deee35e26ebfdfe5a261c511f9,c864e16c26a38b95,256,256,256,256,RGB,JPEG,7884,,ok,,train
D/CD/7002-134.jpg,1,Crack,D,7002,True,verified_regex,28efa7f43a3f6387bb0e293048db42cd8ac708a3a4bda320a02177c8d618cf8e,aadb514c1840d149,256,256,256,256,RGB,JPEG,10006,,ok,,train
D/CD/7002-14.jpg,1,Crack,D,7002,True,verified_regex,4cbceacc9330c899bc654f37e064a76afeb7f1d620d058bb727b5d4a11e34fcc,888a8aa5762c84c4,256,256,256,256,RGB,JPEG,6485,,ok,,train
D/CD/7002-152.jpg,1,Crack,D,7002,True,verified_regex,918aed12fb931391fe90e1960fde04b5d74381ff3177d8deaaf561a5fea189b9,2c2642469114513c,256,256,256,256,RGB,JPEG,8846,,ok,,train
D/CD/7002-162.jpg,1,Crack,D,7002,True,verified_regex,9002c2e7870ee96a176486ab603bed77c3c325ea66b377ebd41a835023960684,ebd36ce4709cf4f4,256,256,256,256,RGB,JPEG,5489,,ok,,train
D/CD/7002-176.jpg,1,Crack,D,7002,True,verified_regex,fc2d0018414121a7adbf4e697bda5cba1e5260ace72c403474cddecb81c48d4f,626e68ad2a46ca40,256,256,256,256,RGB,JPEG,7767,,ok,,train
D/CD/7002-190.jpg,1,Crack,D,7002,True,verified_regex,1f0f35cdc8ca23fc48c03c242f49dbd7a7588f48e8743c8e3edfacdab4ded70d,3a2c94c434540dac,256,256,256,256,RGB,JPEG,7902,,ok,,train
D/CD/7002-194.jpg,1,Crack,D,7002,True,verified_regex,caedddac87bc1e0b55b05bbfe5050ebe1b40ddb630888fe042a7db84650507f9,67072524c0c4d2da,256,256,256,256,RGB,JPEG,7270,,ok,,train
D/CD/7002-212.jpg,1,Crack,D,7002,True,verified_regex,dfca3eeb6a95a222263e9a78fa52908d9490060d4ea684358e8bd0f5dd204164,f66a284d5dd6590c,256,256,256,256,RGB,JPEG,6667,,ok,,train
D/CD/7002-216.jpg,1,Crack,D,7002,True,verified_regex,bc33c5640749c2d30412ffe9494cea6e5b8a7e50c37290db9478ea8c6d35f76a,340602662b23781f,256,256,256,256,RGB,JPEG,5399,,ok,,train
D/CD/7002-252.jpg,1,Crack,D,7002,True,verified_regex,29a56db194e183be9a7c0ad9c94631e49a4b78b911ebca2d57d00b5782588eeb,dd6e2bb7d7d7d7d7,256,256,256,256,RGB,JPEG,5931,,ok,,train
D/CD/7002-27.jpg,1,Crack,D,7002,True,verified_regex,60d6ba0a4e06cf265fa73062ac07002d3a5511a66931d3220c7bd0cb4bce80aa,331c12c981408812,256,256,256,256,RGB,JPEG,8083,,ok,,train
D/CD/7002-28.jpg,1,Crack,D,7002,True,verified_regex,841ecc2550cd0767d9135d27ed2224044b62ed6db064f1e12c03b7f338d2823a,23894d0a90c63694,256,256,256,256,RGB,JPEG,8111,,ok,,train
D/CD/7002-32.jpg,1,Crack,D,7002,True,verified_regex,40bc86ea6ccce83e187546bb14d83a36ccfa7a1e052563d6bb45f75cadc75ae8,45610dcca6dbc954,256,256,256,256,RGB,JPEG,7459,,ok,,train
D/CD/7002-33.jpg,1,Crack,D,7002,True,verified_regex,fd635865d78aa2fbdd7d227ad345bbd0a689dc24fac58d8acd154f80322a3fbd,482c2d19391ca0e1,256,256,256,256,RGB,JPEG,6981,,ok,,train
D/CD/7002-34.jpg,1,Crack,D,7002,True,verified_regex,28da72a8b12a515f87baab441f2da56b2a8c06864df7a95d1d11ae21865a0224,6c637330c7337bd6,256,256,256,256,RGB,JPEG,6384,,ok,,train
D/CD/7002-41.jpg,1,Crack,D,7002,True,verified_regex,39647f597cfaf9f74e6ccc9f677bc84d1de74fafc389326b9aeffca34c2bcb52,b45c652838184c51,256,256,256,256,RGB,JPEG,7080,,ok,,train
D/CD/7002-46.jpg,1,Crack,D,7002,True,verified_regex,64d4a781357b279d3ca9a7eeb29c386c37b01202a35dbe28642ca2dfc2dcb5bf,0647c654c652c293,256,256,256,256,RGB,JPEG,8776,,ok,,train
D/CD/7002-47.jpg,1,Crack,D,7002,True,verified_regex,09e731fd820230d7060e9f973d9658d32e77bb27f62638432eb5ce0c4b7beca4,cc6fe6d7d3c1c9c9,256,256,256,256,RGB,JPEG,9017,,ok,,train
D/CD/7002-48.jpg,1,Crack,D,7002,True,verified_regex,4b4738abe80b99b24053b5befce15f2f697102fc33bf982669bb534e7fe0b6db,4c143048623c4e23,256,256,256,256,RGB,JPEG,8946,,ok,,train
D/CD/7002-49.jpg,1,Crack,D,7002,True,verified_regex,a924fa0e2990390c58baca3d8eb84f46d126abed7097dc9c403794a461ba8f7c,89ca44c5caae3052,256,256,256,256,RGB,JPEG,8299,,ok,,train
D/CD/7002-50.jpg,1,Crack,D,7002,True,verified_regex,d41cb86166892b07b726bc02c0da8b41f0cb1665da5724f8efb6ab04cdc03d45,9c8dccca4b0b6cca,256,256,256,256,RGB,JPEG,7188,,ok,,train
D/CD/7002-59.jpg,1,Crack,D,7002,True,verified_regex,4d0b97cc2d67800df99e54fbee246856dbbe1006a50414c140b99d1c61cec03f,d0d569aaa068cccd,256,256,256,256,RGB,JPEG,6957,,ok,,train
D/CD/7002-63.jpg,1,Crack,D,7002,True,verified_regex,c5f9cc04437c211051f2deb16c4211c5c410e3a916c8a5f3f22054791d9c7c8a,c2d8489193615272,256,256,256,256,RGB,JPEG,9029,,ok,,train
D/CD/7002-64.jpg,1,Crack,D,7002,True,verified_regex,0f005ef097885c01416d8a7459821be43514c2ed7b78fa2506687456bc97a2a3,02c4b362c3031256,256,256,256,256,RGB,JPEG,8852,,ok,,train
D/CD/7002-66.jpg,1,Crack,D,7002,True,verified_regex,9d262ad2a40b59a50e62b976986a5062aadcf1c6338b5d487b9bcc39d73ec53f,096312d48c251047,256,256,256,256,RGB,JPEG,8656,,ok,,train
D/CD/7002-67.jpg,1,Crack,D,7002,True,verified_regex,12e4c57aa234489576ea2ad2a182334447ddfa91e689217c9eb9f5324f937797,990c254583cb692c,256,256,256,256,RGB,JPEG,8790,,ok,,train
D/CD/7002-74.jpg,1,Crack,D,7002,True,verified_regex,9b4bea41481bb35005e03e89dd66cc06f8192a7167b082c6aeefd2b91d82089c,21605190a6834062,256,256,256,256,RGB,JPEG,5451,,ok,,train
D/CD/7002-79.jpg,1,Crack,D,7002,True,verified_regex,dfcb7fe04f5da4cf494f072ab0d69f1086fc40058f01f55f603d2d6e249f68e8,54141c12935bdbd3,256,256,256,256,RGB,JPEG,8558,,ok,,train
D/CD/7002-81.jpg,1,Crack,D,7002,True,verified_regex,6ae77b3ebea5c27da10a9313a01c964e637ceb206d6bd8102b3b35aaa415557c,3868f05010dc6d2d,256,256,256,256,RGB,JPEG,9348,,ok,,train
D/CD/7002-85.jpg,1,Crack,D,7002,True,verified_regex,1ff840a4eb35b6bad9e6ed2fc25313e66794fa864e638d679ad31830e4db6707,a8d8c89c4c28029a,256,256,256,256,RGB,JPEG,8083,,ok,,train
D/CD/7002-86.jpg,1,Crack,D,7002,True,verified_regex,2365ad02f7b476ccf283e4ec72915c592936e52e49dad3367143bee7328d6de5,d6db6b79581496d6,256,256,256,256,RGB,JPEG,7895,,ok,,train
D/CD/7002-9.jpg,1,Crack,D,7002,True,verified_regex,204bd66387bba2938bb9ccb5185594cdc76b82b2ac10b9dbcc7ffa6be9655673,b0b693028098c864,256,256,256,256,RGB,JPEG,7913,,ok,,train
D/CD/7002-99.jpg,1,Crack,D,7002,True,verified_regex,823f14abcd0b922d04437fb72ce8beea4675f37754c36984e382d6543a24bc1d,969263d35849f5d9,256,256,256,256,RGB,JPEG,9389,,ok,,train
D/CD/7003-145.jpg,1,Crack,D,7003,True,verified_regex,85307c272eff17fd7e7e08053e4904af342434d7b757ad7339f0f4e32eaf223d,0804484848480482,256,256,256,256,RGB,JPEG,6316,,ok,,train
D/CD/7003-15.jpg,1,Crack,D,7003,True,verified_regex,0394a575e5ab56bf55778940202bfb5592411ef3f407b69fba19c92218d5062e,33a432313ba72593,256,256,256,256,RGB,JPEG,8163,,ok,,train
D/CD/7003-16.jpg,1,Crack,D,7003,True,verified_regex,58a2fa1f21c7111d2b31b90317de48abc4d6304fe04feed3726c7d5c95c73266,944c64f5bc981c0c,256,256,256,256,RGB,JPEG,7477,,ok,,train
D/CD/7003-162.jpg,1,Crack,D,7003,True,verified_regex,d8f0bd834656973759d306a82ba82eec4114b128ca376c54c8fc996d2e5d8fca,0f05309a2e8a96c6,256,256,256,256,RGB,JPEG,6271,,ok,,train
D/CD/7003-163.jpg,1,Crack,D,7003,True,verified_regex,51e252761cb148966dd276c6e730f9985a0d5a4cdf74aa34088d26459c48b8ca,44422c101259220b,256,256,256,256,RGB,JPEG,6345,,ok,,train
D/CD/7003-166.jpg,1,Crack,D,7003,True,verified_regex,a38cee912554305fabfcd4a29d6d7967e61a1aac8aa2e2bc6df5a1bce20d955a,476130880b153212,256,256,256,256,RGB,JPEG,6785,,ok,,train
D/CD/7003-17.jpg,1,Crack,D,7003,True,verified_regex,9ca074ea23dffe6045e5d50b06c9d92e9ef282213e3f0a942e0c618943fd693f,948ab193a122988b,256,256,256,256,RGB,JPEG,6393,,ok,,train
D/CD/7003-18.jpg,1,Crack,D,7003,True,verified_regex,3fc25f915abac9be2e9f2983bd6356f27a82a22482eefd6a6a4d8533497eeda7,3db763259b920595,256,256,256,256,RGB,JPEG,5711,,ok,,train
D/CD/7003-195.jpg,1,Crack,D,7003,True,verified_regex,a710434f56e862d5bdcccaaa76ffc86da13e21cdcf3c49df0fad0cb5c095edd0,58581190a898585b,256,256,256,256,RGB,JPEG,6527,,ok,,train
D/CD/7003-210.jpg,1,Crack,D,7003,True,verified_regex,1991e0628cbf722671fd196cef3b86ebcbec8c80c858458d24568448117bf337,44491d8d163a9552,256,256,256,256,RGB,JPEG,7638,,ok,,train
D/CD/7003-211.jpg,1,Crack,D,7003,True,verified_regex,f95e97b62aea0be1ea4e18600f6385dbd3362b35b880f1420064148a2de4f323,90a8a42324222024,256,256,256,256,RGB,JPEG,7076,,ok,,train
D/CD/7003-227.jpg,1,Crack,D,7003,True,verified_regex,f8c5c26367e92fb182298af949197b137065f690fd1a15a877f222f0b3f9292a,2446c9e046524046,256,256,256,256,RGB,JPEG,8026,,ok,,train
D/CD/7003-229.jpg,1,Crack,D,7003,True,verified_regex,ffc38c3bf915f6f8d34bfe72f4b0e73ee6a5dfaabf16086b91f02bb9174c2f49,8dc5439684948584,256,256,256,256,RGB,JPEG,7917,,ok,,train
D/CD/7003-230.jpg,1,Crack,D,7003,True,verified_regex,59850e397605d4a5a53c11a49dd6124a4b0b73d04fea444c27f814f9c7f71c97,272b49ec04894d4c,256,256,256,256,RGB,JPEG,6822,,ok,,train
D/CD/7003-231.jpg,1,Crack,D,7003,True,verified_regex,141ea03f2c73983286b578512f65499bd6e03c546bd7617e740ed902331a312f,397de0d294a624b5,256,256,256,256,RGB,JPEG,8047,,ok,,train
D/CD/7003-233.jpg,1,Crack,D,7003,True,verified_regex,0b64670c342e9f02d9099e9a969bd9039b6e3af9aab8088689a76a3b99838729,9a6a429203463636,256,256,256,256,RGB,JPEG,6371,,ok,,train
D/CD/7003-32.jpg,1,Crack,D,7003,True,verified_regex,7e4fc6c2ea41793f4bf7a2c2d23b842f34280e2bd294310259781e66c52c6748,9581a37692c22989,256,256,256,256,RGB,JPEG,8141,,ok,,train
D/CD/7003-33.jpg,1,Crack,D,7003,True,verified_regex,70f84bd3c31ae2cfd5f1c31f76e14b88026cf9f9d7591e56be371630e40a04d9,d3919933318c8a1f,256,256,256,256,RGB,JPEG,7730,,ok,,train
D/CD/7003-35.jpg,1,Crack,D,7003,True,verified_regex,3d4e39f0b7114234f596364981145bf8c872b3a5ecc0187c9ca5237e8453c9a2,b12c241ece191890,256,256,256,256,RGB,JPEG,6922,,ok,,train
D/CD/7003-36.jpg,1,Crack,D,7003,True,verified_regex,5e0453216c83289bc40eea341372854c6c94c934641130254f568354a2b6c760,654c6211124a0f86,256,256,256,256,RGB,JPEG,6108,,ok,,train
D/CD/7003-47.jpg,1,Crack,D,7003,True,verified_regex,265237931ef41631cd82635fd441fc9523df752552fd7edf1346f6565ce8d361,b45ee2224acd4551,256,256,256,256,RGB,JPEG,8663,,ok,,train
D/CD/7003-50.jpg,1,Crack,D,7003,True,verified_regex,d42eac3c293b98a05c6ecacb8f7b52841df7f09715a1ec7d7f8974f92f075d5e,0ec8894052448280,256,256,256,256,RGB,JPEG,8875,,ok,,train
D/CD/7003-54.jpg,1,Crack,D,7003,True,verified_regex,d31f582c7dd1fcd3b381a590ce3d9426506fcddd6ea394327467f17c991ce203,96dbc951b1713898,256,256,256,256,RGB,JPEG,6332,,ok,,train
D/CD/7003-55.jpg,1,Crack,D,7003,True,verified_regex,fd81667d2e36c395cf423dc2df475d2d5c42fb9330c0f72c1cef571c91b2a3df,94100380d1a3e562,256,256,256,256,RGB,JPEG,5100,,ok,,train
D/CD/7003-60.jpg,1,Crack,D,7003,True,verified_regex,c331edc7ab5468e50374804421aea05d45d663c980275acdf83b8897ae776da4,526234d04cec54c8,256,256,256,256,RGB,JPEG,7832,,ok,,train
D/CD/7003-62.jpg,1,Crack,D,7003,True,verified_regex,5391045bc04729738cad2a5ff26f2103c782cd549011de0009dd53d37d40c12a,542c25445838184c,256,256,256,256,RGB,JPEG,8086,,ok,,train
D/CD/7003-68.jpg,1,Crack,D,7003,True,verified_regex,604de7079a8f1b60bba5c07c192e3d800331af007934d29d9eeebcb681ab2b94,c25236b69a494d8d,256,256,256,256,RGB,JPEG,8142,,ok,,train
D/CD/7003-86.jpg,1,Crack,D,7003,True,verified_regex,81d6de389989d3268461e8d40504b587afcb17a0e2cb639cfe9937052f615407,6631125060905854,256,256,256,256,RGB,JPEG,8240,,ok,,train
D/CD/7004-10.jpg,1,Crack,D,7004,True,verified_regex,86a9bdc55c09c871b415b1105f51cd7720cf69012d5a5aee7f212ba884fa86d9,5414ca429a3c51b6,256,256,256,256,RGB,JPEG,8030,,ok,,train
D/CD/7004-102.jpg,1,Crack,D,7004,True,verified_regex,55ac95d4202e9f4dcc3622e302c16e104204ae62cdf76c7d6c2ed8c3143fd971,9498060e86d4c68a,256,256,256,256,RGB,JPEG,9603,,ok,,train
D/CD/7004-104.jpg,1,Crack,D,7004,True,verified_regex,f2885c9c5b5ae27580079f41aaef6a3c29cf3a121e056a6aa68b01a4e624405e,44542439b0a6b126,256,256,256,256,RGB,JPEG,8022,,ok,,train
D/CD/7004-112.jpg,1,Crack,D,7004,True,verified_regex,6f8b25bcb4ef8331517f636c5c312a029642324d715c72d6a7509275fb3fd16d,c06ce448cac20ace,256,256,256,256,RGB,JPEG,9039,,ok,,train
D/CD/7004-113.jpg,1,Crack,D,7004,True,verified_regex,9a960d7dc32117d18d5196e1f782a1cc8841d01b6f1e6da5dea95752d857cea4,8b5b1514ada594cb,256,256,256,256,RGB,JPEG,8992,,ok,,train
D/CD/7004-114.jpg,1,Crack,D,7004,True,verified_regex,2fa89386e28e377273e4b2a8931062141a1f65f6acccce4687f225e764ab34c3,50aca60ac5654140,256,256,256,256,RGB,JPEG,9587,,ok,,train
D/CD/7004-120.jpg,1,Crack,D,7004,True,verified_regex,1f648562f8d85b525c82bb82ae8156a970804eb0c2fad57e99dd652ceae2035f,c3e1c048646d33ad,256,256,256,256,RGB,JPEG,8425,,ok,,train
D/CD/7004-121.jpg,1,Crack,D,7004,True,verified_regex,749e1c6e9ee2afa561a77cd02726f0c4aca651373d33daf06378a57beff2ff6a,042591e3b14c0e07,256,256,256,256,RGB,JPEG,8741,,ok,,train
D/CD/7004-122.jpg,1,Crack,D,7004,True,verified_regex,02c37ff854e0d9aec00a13e115fa54978a0c462f32d3fa6666957ecd797ded93,1a4c3d9dcc850925,256,256,256,256,RGB,JPEG,7573,,ok,,train
D/CD/7004-125.jpg,1,Crack,D,7004,True,verified_regex,979205814a68004ef820e216e337cb878f450899f4c7ba600cf500411676c73c,b250d8e2b3e1968c,256,256,256,256,RGB,JPEG,6390,,ok,,train
D/CD/7004-126.jpg,1,Crack,D,7004,True,verified_regex,e7c196637b043d8ed49d5d84d5bac3471af4ed5cccc9d914cfc7f4b5b1a29f44,482c8489999cd270,256,256,256,256,RGB,JPEG,5909,,ok,,train
D/CD/7004-127.jpg,1,Crack,D,7004,True,verified_regex,b7497fcf36572b929d7b8e3671b8ae90e6d6568d9cee1af4808017da2c7954bf,cbc84acdccc8c840,256,256,256,256,RGB,JPEG,7193,,ok,,train
D/CD/7004-128.jpg,1,Crack,D,7004,True,verified_regex,9e25128e5241dca76d57b1eeda27e5060ab7286f6d689af54736cc7c4500504f,0d6d430226a62425,256,256,256,256,RGB,JPEG,7024,,ok,,train
D/CD/7004-140.jpg,1,Crack,D,7004,True,verified_regex,63cf7514b95d833241b92b7f71126e9831f361cc81109c4459f05bfc0690b1d0,a8343633a622b3d2,256,256,256,256,RGB,JPEG,8894,,ok,,train
D/CD/7004-141.jpg,1,Crack,D,7004,True,verified_regex,8b073bfe8a669ae82a856ba2189b3ebf133bc25456127d5436ca1e215dd3b381,3296d5716232191a,256,256,256,256,RGB,JPEG,8817,,ok,,train
D/CD/7004-142.jpg,1,Crack,D,7004,True,verified_regex,2cb2d049f454ad05ce1758e60c9f8b12e50320621faf268cf4050a994594d26f,45929d1c8d4893d2,256,256,256,256,RGB,JPEG,7876,,ok,,train
D/CD/7004-143.jpg,1,Crack,D,7004,True,verified_regex,c0d0437a5227a7619b13843e2eddc08bb03b2dd2f3dd0c848b1b112e44d0ac25,076233324baa0b9b,256,256,256,256,RGB,JPEG,6309,,ok,,train
D/CD/7004-157.jpg,1,Crack,D,7004,True,verified_regex,53e645fe3af8f885f93d781ac17097bbffcdbdd366bef7fdb95ef54eeb1e5e3a,45330a23144547d4,256,256,256,256,RGB,JPEG,9107,,ok,,train
D/CD/7004-160.jpg,1,Crack,D,7004,True,verified_regex,f58886fe0dc0fed690b0c8a9bf3cb8b7cdb35cc92a5fd1054d93b56c87065d03,23a07048c4dc562a,256,256,256,256,RGB,JPEG,7733,,ok,,train
D/CD/7004-161.jpg,1,Crack,D,7004,True,verified_regex,ba7c272963d6d0a1dfd85e18c1493e4165790013b0dc0f0fbe227052e4e6eb6a,533969a8c9cc65b8,256,256,256,256,RGB,JPEG,6795,,ok,,train
D/CD/7004-166.jpg,1,Crack,D,7004,True,verified_regex,03cfb0384a618bbdc34e7e8f15f386cca14793d8036914189e743a80c6db45e8,1a2a04aa53c1b1e3,256,256,256,256,RGB,JPEG,7789,,ok,,train
